,y|acc,y|virus taxid,y|virus name,y|len,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
EU563512.1,EU563512.1,12217,Potato virus Y strain C,9699,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4113, 4081, 4071, 4085]","['Solanum tuberosum', 'Solanum lycopersicum', 'Capsicum', 'Nicotiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
HF585099.1,HF585099.1,587197,Plum pox virus strain Marcus,9784,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3760, 3758, 36596]","['Prunus persica', 'Prunus domestica', 'Prunus armeniaca']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
HM590055.1,HM590055.1,867160,Soybean mosaic virus 4469-4/CHN/2004,9994,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
KY385304.1,KY385304.1,674908,Kalanchoe mosaic virus,9462,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[264171],['Graptopetalum paraguayense'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Graptopetalum,Biota,Biota,Viridiplantae,,Viridiplantae
LC511903.1,LC511903.1,114923,Carrot virus Y,9609,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4039],['Daucus carota'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Biota,Biota,Viridiplantae,,Viridiplantae
LC604020.1,LC604020.1,341111,Ranunculus mild mosaic virus,9537,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[22869],['Anemone blanda'],Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Biota,Biota,Viridiplantae,,Viridiplantae
LC658681.1,LC658681.1,430059,Vallota mosaic virus,9451,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4697],['Narcissus'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Narcissus,Biota,Biota,Viridiplantae,,Viridiplantae
MH779474.1,MH779474.1,369762,Henbane mosaic virus,10140,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4097],['Nicotiana tabacum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
MN116683.1,MN116683.1,565624,Malva vein clearing virus,9659,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[65557],['Alcea rosea'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Alcea,Biota,Biota,Viridiplantae,,Viridiplantae
MT263075.1,MT263075.1,551003,Passiflora chlorosis virus,9681,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[78168],['Passiflora edulis'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Biota,Biota,Viridiplantae,,Viridiplantae
MT892648.1,MT892648.1,260374,Alstroemeria mosaic virus,9778,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[1231189],['Alstroemeria pulchella'],Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Alstroemeriaceae,Alstroemeria,Biota,Biota,Viridiplantae,,Viridiplantae
MW035311.1,MW035311.1,186643,Ornithogalum virus 3,9411,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[82017],['Ornithogalum thyrsoides'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Ornithogalum,Biota,Biota,Viridiplantae,,Viridiplantae
MW314143.1,MW314143.1,190503,Spartina mottle virus,9346,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Unclassified,[1920021],['Cynodon dactylon x Cynodon transvaalensis'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Cynodon,Biota,Biota,Viridiplantae,,Viridiplantae
NC_000947.1,NC_000947.1,79917,Japanese yam mosaic virus,9760,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4673],['Dioscorea japonica'],Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001445.1,NC_001445.1,12211,Plum pox virus,9741,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[114937, 88123, 3760, 105665, 3758, 36595, 36596]","['Prunus spinosa', 'Prunus salicina', 'Prunus persica', 'Prunus glandulosa', 'Prunus domestica', 'Prunus cerasifera', 'Prunus armeniaca']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001517.1,NC_001517.1,12209,Pepper mottle virus,9640,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4107, 4075, 4072]","['Solanum', 'Datura inoxia', 'Capsicum annuum']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001555.1,NC_001555.1,12227,Tobacco etch virus,9494,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[53851, 4081, 24663, 4076, 4072, 4097]","['Cassia', 'Solanum lycopersicum', 'Physalis', 'Datura stramonium', 'Capsicum annuum', 'Nicotiana tabacum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001616.1,NC_001616.1,12216,Potato virus Y,9704,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4113, 4081, 4071, 4085]","['Solanum tuberosum', 'Solanum lycopersicum', 'Capsicum', 'Nicotiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001671.1,NC_001671.1,12208,Pea seed-borne mosaic virus,9924,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001768.1,NC_001768.1,12228,Tobacco vein mottling virus,9475,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3618, 4097]","['Rumex', 'Nicotiana tabacum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001785.1,NC_001785.1,12205,Papaya ringspot virus,10326,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[3649],['Carica papaya'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001814.1,NC_001814.1,40666,Ryegrass mosaic virus,9535,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Rymovirus,"[4520, 4509]","['Lolium', 'Dactylis glomerata']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001841.1,NC_001841.1,12844,Sweet potato feathery mottle virus,10820,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[35883, 4120]","['Ipomoea nil', 'Ipomoea batatas']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_001886.1,NC_001886.1,31741,Wheat streak mosaic virus,9384,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Tritimovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002349.1,NC_002349.1,75746,Wheat yellow mosaic virus,3659,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002350.1,NC_002350.1,75746,Wheat yellow mosaic virus,7636,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002509.2,NC_002509.2,12230,Turnip mosaic virus,9835,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[38206, 126270, 264418, 3719, 3705, 74517, 13274]","['Calanthe', 'Alliaria petiolata', 'Hesperis matronalis', 'Capsella bursa-pastoris', 'Brassica', 'Trifolium hybridum', 'Stellaria media']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002600.1,NC_002600.1,33763,Peanut mottle virus,9709,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[35627, 3888, 3885, 3847, 108216, 3818, 53851]","['Stylosanthes', 'Pisum sativum', 'Phaseolus vulgaris', 'Glycine max', 'Arachis pintoi', 'Arachis hypogaea', 'Cassia']",Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002990.1,NC_002990.1,12465,Barley yellow mosaic virus,7637,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4513],['Hordeum vulgare'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_002991.1,NC_002991.1,12465,Barley yellow mosaic virus,3582,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4513],['Hordeum vulgare'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003224.1,NC_003224.1,12232,Zucchini yellow mosaic virus,9591,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3670, 3663]","['Luffa aegyptiaca', 'Cucurbita pepo']",Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003377.1,NC_003377.1,12203,Maize dwarf mosaic virus,9515,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4577, 4560]","['Zea mays', 'Sorghum halepense']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003398.1,NC_003398.1,12224,Sugarcane mosaic virus,9596,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[381124, 4577]","['Zea mays subsp. mays', 'Zea mays']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003399.1,NC_003399.1,157018,Scallion mosaic virus,9324,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[130426],['Allium chinense'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003482.1,NC_003482.1,12466,Barley mild mosaic virus,3524,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4513],['Hordeum vulgare'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003483.1,NC_003483.1,12466,Barley mild mosaic virus,7262,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4513],['Hordeum vulgare'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003492.1,NC_003492.1,12197,Bean yellow mosaic virus,9532,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3469, 4627, 49747, 58987, 3908, 3906, 78534, 97047, 3900, 3899, 57577, 60916, 74517, 35938, 3888, 3885, 3879, 3873, 3847, 3828, 3818, 52517]","['Papaver somniferum', 'Canna', 'Gladiolus', 'Freesia', 'Vicia sativa', 'Vicia faba', 'Trigonella foenum-graecum', 'Trifolium vesiculosum', 'Trifolium subterraneum', 'Trifolium repens', 'Trifolium pratense', 'Trifolium incarnatum', 'Trifolium hybridum', 'Robinia pseudoacacia', 'Pisum sativum', 'Phaseolus vulgaris', 'Medicago sativa', 'Lupinus luteus', 'Glycine max', 'Crotalaria', 'Arachis hypogaea', 'Eustoma']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003501.1,NC_003501.1,42631,Brome streak mosaic virus,9672,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Tritimovirus,"[97361, 4501]","['Hordeum murinum', 'Bromus']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003536.1,NC_003536.1,12198,Clover yellow vein virus,9584,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[97047, 3900, 3899, 57577, 60916, 74517, 3888, 3873, 3847, 70371, 4039, 4047]","['Trifolium vesiculosum', 'Trifolium subterraneum', 'Trifolium repens', 'Trifolium pratense', 'Trifolium incarnatum', 'Trifolium hybridum', 'Pisum sativum', 'Lupinus luteus', 'Glycine max', 'Limonium sinuatum', 'Daucus carota', 'Coriandrum sativum']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003537.1,NC_003537.1,29271,Dasheen mosaic virus,10038,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[69721, 292307]","['Zantedeschia aethiopica', 'Thaumatophyllum bipinnatifidum']",Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Araceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003605.1,NC_003605.1,12202,Lettuce mosaic virus,10080,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3888, 3827, 3562, 52518, 4236, 4235, 13427, 114280, 4222]","['Pisum sativum', 'Cicer arietinum', 'Spinacia oleracea', 'Eustoma grandiflorum', 'Lactuca sativa', 'Lactuca', 'Cichorium intybus', 'Cichorium endivia', 'Carthamus tinctorius']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003606.1,NC_003606.1,31742,Johnsongrass mosaic virus,9779,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4560],['Sorghum halepense'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003742.1,NC_003742.1,192452,Cocksfoot streak virus,9663,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4509, 4479]","['Dactylis glomerata', 'Poaceae']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_003797.1,NC_003797.1,41459,Sweet potato mild mottle virus,10818,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Ipomovirus,[4120],['Ipomoea batatas'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004010.1,NC_004010.1,40640,Potato virus V,9848,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[742160, 4113, 4072, 4097]","['Solanum x edinense', 'Solanum tuberosum', 'Capsicum annuum', 'Nicotiana tabacum']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004011.1,NC_004011.1,42004,Leek yellow stripe virus,10142,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4682],['Allium sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004013.1,NC_004013.1,12199,Cowpea aphid-borne mosaic virus,9465,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[3917],['Vigna unguiculata'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004016.1,NC_004016.1,157837,Oat mosaic virus,7550,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4498],['Avena sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004017.1,NC_004017.1,157837,Oat mosaic virus,2284,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,[4498],['Avena sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004035.1,NC_004035.1,32619,Sorghum mosaic virus,9624,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4547, 128810]","['Saccharum officinarum', 'Saccharum hybrid cultivar']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004039.1,NC_004039.1,12215,Potato virus A,9585,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4113, 4112, 45843, 4097]","['Solanum tuberosum', 'Solanum nigrum', 'Solanum betaceum', 'Nicotiana tabacum']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004047.1,NC_004047.1,43240,Bean common mosaic necrosis virus,9612,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004426.1,NC_004426.1,187977,Wild potato mosaic virus,9878,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[856887],['Solanum chancayense'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004573.1,NC_004573.1,187978,Peru tomato mosaic virus,9899,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_004752.1,NC_004752.1,41460,Yam mosaic virus,9608,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[55571, 4672, 4671, 118703, 4100]","['Dioscorea alata', 'Dioscorea', 'Dioscoreaceae', 'Nicotiana megalosiphon', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005028.1,NC_005028.1,46917,Papaya leaf distortion mosaic virus,10155,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3649, 869827, 3657, 3659, 61886]","['Carica papaya', 'Cucumis sativus var. sativus', 'Cucumis melo var. conomon', 'Cucumis sativus', 'Cucumis metulifer']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005029.1,NC_005029.1,43130,Onion yellow dwarf virus,10538,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4682],['Allium sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005136.1,NC_005136.1,112437,Oat necrotic mottle virus,9346,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Tritimovirus,"[4545, 4498]","['Poa pratensis', 'Avena sativa']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005288.1,NC_005288.1,32624,Lily mottle virus,9644,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[34192, 4688]","['Lilium sp.', 'Lilium']",Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Lilium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005304.1,NC_005304.1,114921,Beet mosaic virus,9591,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[3562, 161934]","['Spinacia oleracea', 'Beta vulgaris']",Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005778.1,NC_005778.1,52280,Chilli veinal mottle virus,9711,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,[4072],['Capsicum annuum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005903.1,NC_005903.1,41763,Agropyron mosaic virus,9540,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Rymovirus,"[4565, 52152]","['Triticum aestivum', 'Elymus repens']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_005904.1,NC_005904.1,41764,Hordeum mosaic virus,9463,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Rymovirus,"[4565, 4513]","['Triticum aestivum', 'Hordeum vulgare']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006262.1,NC_006262.1,146500,Watermelon mosaic virus,10035,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[51238, 342001, 59331, 3888, 3665, 3660, 260674]","['Vanilla', 'Habenaria radiata', 'Orchis', 'Pisum sativum', 'Cucurbita pepo var. melopepo', 'Cucurbita', 'Citrullus lanatus subsp. vulgaris']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_006941.1,NC_006941.1,137475,Cucumber vein yellowing virus,9751,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Ipomovirus,[3659],['Cucumis sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_007147.1,NC_007147.1,221262,Pennisetum mosaic virus,9611,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,"[4539, 4556, 4554, 4541, 4577, 200562, 4558, 1564034, 29674, 314391]","['Panicum', 'Setaria viridis', 'Setaria', 'Pennisetum', 'Zea mays', 'Spodiopogon sibiricus', 'Sorghum bicolor', 'Arthraxon prionodes', 'Eleusine indica', 'Chloris virgata']",Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
